,cBAskSize,cBBidSize,cBidAsk,calls,pBAskSize,pBBidSize,pBidAsk,puts
1,6.236547291092746,9.700275482093664,26.762969237833005,,7.368044077134987,8.519559228650138,24.009742736455603,
