,cBAskSize,cBBidSize,cBidAsk,calls,pBAskSize,pBBidSize,pBidAsk,puts
0,19.992837465564737,16.151515151515152,29.103221487603257,,18.280624426078973,15.167493112947659,32.67220835629022,
